year,js_w2,cos_w2,js_w3,cos_w3,js_w4,cos_w4,z_js_w2,z_js_w3,z_js_w4,z_cos_w2,z_cos_w3,z_cos_w4
2005,0.06905421672100226,0.04534638,0.029504635404246894,0.035452724,0.02971355165311717,0.030612528,0.7501286946000763,-0.29423916420342877,-0.36794801304707614,1.0481926,0.638651,0.35401893
2006,0.10115836404467228,0.054647386,0.058757962738741815,0.039113402,0.02785993215696151,0.030131698,1.5811479583222678,0.6415282627367429,-0.4356730120167927,1.5716017,0.87690675,0.32108468
2007,0.011490161019637086,0.034645975,0.01371869051937924,0.027261496,0.031122784377634206,0.024505377,-0.7399230019463745,-0.7992064405006848,-0.3164594065590958,0.44603303,0.10552388,-0.06428726
2008,0.016741114660337897,0.024411857,0.03896374052883381,0.024189413,0.04003999299222079,0.021811843,-0.6040015091765826,0.008342568205306648,0.009345293644008382,-0.1298865,-0.09442304,-0.24877946
2009,0.04648553840265851,0.021911502,0.051675958291631574,0.020986855,0.04658389210112561,0.020302832,0.16593605898177533,0.4149862012722799,0.24843727629074844,-0.27059266,-0.3028619,-0.35213837
2010,0.05599289436587143,0.02324301,0.050413016879869016,0.0234797,0.055029850399706697,0.023177743,0.4120349780042663,0.37458671366022767,0.5570240807864854,-0.19566274,-0.14061476,-0.15522285
2011,0.046709835424534656,0.020923734,0.06576691317821688,0.024451852,0.05645714806067868,0.02244848,0.1717420112188923,0.8657334426570739,0.6091727190691986,-0.3261788,-0.077342145,-0.20517333
2012,0.047865175448679784,0.02427131,0.03565459705983087,0.020466864,0.04126411881734644,0.022664666,0.20164811046937714,-0.09751166963769305,0.05407071890921418,-0.13779575,-0.3367056,-0.19036578
2013,0.015411667720309979,0.016137242,0.020219666300102197,0.020692289,0.022803171985101515,0.01842153,-0.6384143844391243,-0.5912505622046089,-0.6204299581643653,-0.59553605,-0.3220338,-0.48099715
2014,0.011813389375014647,0.01621598,0.01655417500686006,0.014174998,0.028705435291911715,0.020994663,-0.7315562016326359,-0.7085038003312735,-0.4047811817020202,-0.5911051,-0.7462125,-0.30475175
2015,0.008452221290791564,0.011699021,0.014264526521119612,0.015799642,0.023737956064560067,0.01659578,-0.8185603945313585,-0.7817460147159706,-0.586276103530479,-0.8452946,-0.64047235,-0.6060509
2016,0.014405892213631283,0.013720989,0.020685853478693315,0.01590228,0.029835562626656046,0.01779145,-0.6644489902675653,-0.5763379756261824,-0.36349014395670887,-0.7315094,-0.63379204,-0.5241542
2017,0.022918451122927657,0.014321387,0.03351363342611234,0.016788244,0.040716442783624504,0.01994294,-0.4441004986575856,-0.16599769202376366,0.034060485473235064,-0.6977223,-0.576129,-0.37678906
2018,0.030469774924533843,0.018160999,0.0399328562978459,0.020124018,0.04071996611592075,0.021283507,-0.24863367991694488,0.03934304070561729,0.03418921614132957,-0.4816502,-0.35901976,-0.28496754
2019,0.03842081713224074,0.023893297,0.03280288236472634,0.022801101,0.031446787015438446,0.023145974,-0.042820107774474536,-0.1887334883420138,-0.30462144393678486,-0.15906821,-0.18478146,-0.15739886
2020,0.025766934847727296,0.018546164,0.02676396550889865,0.01981318,0.026387268515447263,0.020717382,-0.3703671948622104,-0.38190883633123,-0.4894791700827499,-0.45997524,-0.3792507,-0.32374397
2021,0.010017013870234287,0.015803635,0.014116369076114035,0.01775521,0.017627851313762617,0.019585133,-0.778055572393077,-0.7864853358027523,-0.8095187047282103,-0.6143096,-0.5131939,-0.40129682
2022,0.022971984095954856,0.02497989,0.021255026436032158,0.02439028,0.02219912685813448,0.025460482,-0.44271479196425995,-0.5581310377389885,-0.6424997279776136,-0.09792078,-0.081349544,0.001132153
2023,0.16528058719662123,0.08479923,0.15079140644014813,0.08351976,0.14364923065488322,0.083841085,3.240958515965546,3.5855317882213456,3.794877075387674,3.2683806,3.7670999,3.9998813
