year,js_w2,cos_w2,js_w3,cos_w3,js_w4,cos_w4,z_js_w2,z_js_w3,z_js_w4,z_cos_w2,z_cos_w3,z_cos_w4
2005,0.013872293210241578,0.010714233,0.007259171062308644,0.010258079,0.0062883156522882885,0.011506677,-1.259309860649432,-1.869428533071056,-1.9461576207142743,-0.18797906,-0.8646868,-0.998576
2006,0.013007179707050967,0.009038627,0.010821621113667839,0.008605301,0.011824871050377477,0.009846628,-1.3369971768772422,-1.6245463527822577,-1.6409211572730218,-0.69630635,-1.305968,-1.3822291
2007,0.027629947823529843,0.014479339,0.029706406160520664,0.01410228,0.027958098705244357,0.013368607,-0.023870510143732003,-0.326409601420874,-0.7514783540882584,0.9542384,0.16169117,-0.5682662
2008,0.03161120355682057,0.016260922,0.031550759368954864,0.016082764,0.03575639920561419,0.017517984,0.3336468237034928,-0.19962909126840508,-0.3215493649542291,1.4947159,0.69046795,0.3906944
2009,0.0367380088036018,0.019248307,0.04477347485334192,0.022285044,0.048168877693387506,0.023246646,0.794034667583136,0.7092980095957176,0.3627643940043015,2.4009967,2.3464384,1.7146429
2010,0.033940372513461846,0.01443243,0.04221442336887365,0.018891215,0.05238136714160252,0.022102594,0.5428065288927453,0.5333892675913822,0.5950036274273989,0.94000775,1.4403071,1.4502416
2011,0.034837886940484966,0.012967229,0.04359943060290569,0.016176999,0.057520651000724746,0.021091998,0.6234034527114276,0.6285944175010975,0.8783380686073029,0.49551067,0.71562815,1.216683
2012,0.03011318184216083,0.011067092,0.04341317021093234,0.015718281,0.05590465171494784,0.019737959,0.19912425963104569,0.6157909114223308,0.7892462287452161,-0.080932334,0.5931534,0.9037518
2013,0.03886313212197971,0.0122231245,0.05144578541263478,0.015607476,0.06037681815927593,0.018711865,0.984871045294308,1.1679514457892186,1.0358017440857599,0.26977226,0.5635692,0.66661173
2014,0.04491377871290016,0.013405085,0.05511288217036483,0.015694916,0.06506417449091097,0.018520534,1.5282199739122801,1.4200270219843987,1.2942209175037722,0.6283426,0.58691514,0.6223933
2015,0.04848867307930056,0.012912273,0.056086232339652195,0.015491247,0.06742360034705779,0.019163966,1.8492459989359293,1.4869349387841362,1.4242986919139513,0.47883886,0.53253675,0.7710966
2016,0.04097605635449553,0.011423647,0.051579000710819695,0.014990687,0.05925158692335301,0.017971039,1.1746119433515805,1.1771086415946441,0.9737664932282898,0.027235491,0.3988904,0.4953997
2017,0.027776384265289354,0.0088431835,0.0398495004507539,0.012678802,0.05263698192344581,0.016581476,-0.010720496745154984,0.37082488856713325,0.6090959549493238,-0.75559795,-0.21836863,0.17425846
2018,0.02043333429993191,0.007817924,0.03040200133815403,0.0109549165,0.046047843813463704,0.0146740675,-0.6701274330967718,-0.27859451314132244,0.24582943466650448,-1.0666301,-0.67863536,-0.26656178
2019,0.014546884120683832,0.007181406,0.025448331269848246,0.009356201,0.035033266815002316,0.012037158,-1.1987315004797525,-0.6191089089277999,-0.3614164587769269,-1.2597301,-1.1054826,-0.8759767
2020,0.016747814522156897,0.007766366,0.024126126227521097,0.009631574,0.03255312918522418,0.0121148825,-1.0010876358723515,-0.7099970473959816,-0.49814920766666415,-1.0822712,-1.0319595,-0.8580138
2021,0.017823268574581726,0.0077387094,0.024031329276457868,0.010448158,0.027333951841560268,0.011310637,-0.9045117082616142,-0.7165133728816504,-0.7858882656019465,-1.0906614,-0.81393677,-1.0438826
2022,0.020220433910526473,0.0088467,0.02239923927345639,0.0093970895,0.02553632599609274,0.010538399,-0.6892459184929244,-0.8287029482021706,-0.8849933799209454,-0.7545311,-1.0945655,-1.2223542
2023,0.017479719620955486,0.008976936,0.02082393367437771,0.010065913,0.023127189701757377,0.010678768,-0.9353624533969777,-0.9369891737385418,-1.0178117461355565,-0.71502143,-0.91599375,-1.1899135
