term,mean_tfidf_before,mean_tfidf_after,diff,doc_freq_before,doc_freq_after,clean
institutional political,0.00011845421372524718,0.00013805857493958093,1.960436121433375e-05,1,2,False
beide,8.416911229118212e-05,0.0001037663247002961,1.959721240911399e-05,1,2,False
issues discussed,0.00020274834941773196,0.00022233962580388067,1.9591276386148705e-05,2,4,True
environment vol,0.00012796955493351835,0.00014754126259447283,1.9571707660954486e-05,2,5,True
stabilisation,0.00019658474617134062,0.00021608116057417526,1.9496414402834643e-05,2,4,True
nova,0.00012846354675754356,0.00014793814261040132,1.947459585285776e-05,1,2,False
basically,0.0001189111488428039,0.00013838477133026897,1.9473622487465065e-05,1,3,True
controlling greenhouse,0.00011728597042009605,0.00013670019988166064,1.941422946156459e-05,1,2,False
fall,0.00090831981818326,0.0009277125204640891,1.9392702280829105e-05,14,21,True
receive financial,0.00010831341285253656,0.0001276728324890475,1.9359419636510953e-05,1,2,False
três,7.794702256148704e-05,9.727404939476842e-05,1.932702683328138e-05,1,2,False
gas capture,0.00017747534819994773,0.00019679197707752434,1.9316628877576604e-05,3,3,True
hedging,0.00011089297569003844,0.0001301914536613828,1.9298477971344365e-05,1,2,False
sustain,0.0006975609312030133,0.0007168417090935676,1.9280777890554263e-05,8,14,True
energias,7.27977522368375e-05,9.207083996531898e-05,1.927308772848148e-05,1,2,False
multinational,0.00012204273813253565,0.0001413078479156723,1.926510978313664e-05,1,3,True
routes,0.00012216027621280952,0.0001413837823805124,1.9223506167702874e-05,1,2,False
uttar,0.00010883745921417607,0.00012803454232722454,1.9197083113048466e-05,1,2,False
inequality,0.0003006267615907232,0.0003197804725404919,1.9153710949768726e-05,4,7,True
primary objective,0.00012174830647766089,0.00014087750348224691,1.9129197004586024e-05,1,2,False
development evidence,7.51711745372938e-05,9.42874105054648e-05,1.9116235968171e-05,2,2,False
hot water,9.571298373799076e-05,0.00011482528690524784,1.9112303167257075e-05,1,2,False
odor,0.00013211964924210692,0.00015122747209287392,1.9107822850766994e-05,1,2,False
country approval,9.30136934842972e-05,0.00011210394699984395,1.9090253515546753e-05,1,2,False
instruments environmental,0.0001509237110102068,0.00017000421361136896,1.9080502601162146e-05,1,2,False
methodology introduced,0.00010695132004304507,0.00012602936533982043,1.907804529677536e-05,1,2,False
urged,8.582560008498844e-05,0.00010489663120069496,1.9071031115706522e-05,1,2,False
health safety,0.0001349199827571563,0.00015397572171170246,1.9055738954546153e-05,1,2,False
services developing,0.00016994078057682525,0.00018897343908469628,1.9032658507871025e-05,1,2,False
ein,0.0011682879616785919,0.001187319309372402,1.903134769381024e-05,12,21,True
busca,0.00012846354675754356,0.00014749215320581256,1.9028606448268998e-05,1,2,False
reduction deforestation,0.00011840349893638675,0.00013742640167356432,1.9022902737177567e-05,1,2,False
mitigate,0.002697929931844576,0.0027169488313713327,1.9018899526756887e-05,38,72,True
respecting,9.830613533840921e-05,0.0001173039273626849,1.8997792024275694e-05,1,2,False
comprehensive policy,0.00010535765216338432,0.0001243355857699391,1.8977933606554795e-05,1,2,False
benefits welfare,9.964576225181093e-05,0.0001186098837906453,1.8964121538834366e-05,1,2,False
openness,0.00014319124782530791,0.0001621385679318266,1.894732010651869e-05,4,3,True
impact human,9.40732188050812e-05,0.00011301043907081854,1.8937220265737343e-05,2,1,False
technologies resources,0.00013162524840429758,0.00015054146815236122,1.8916219748063638e-05,1,2,False
promise,0.0013084565383422496,0.0013273178319703504,1.886129362810079e-05,14,26,True
native species,5.95644126764638e-05,7.840570794097736e-05,1.8841295264513554e-05,1,2,False
seizing,9.686501722378142e-05,0.00011563275778886782,1.8767740565086405e-05,1,2,False
sustainable transfer,0.00012006097970694895,0.0001387926577847848,1.873167807783586e-05,1,2,False
business climate,0.00010510637916007724,0.0001238271537690009,1.8720774608923645e-05,1,2,False
people,0.003768241887510721,0.0037869508859220075,1.8708998411286464e-05,43,87,True
international financing,0.0001082214581480346,0.000126901858342144,1.868040019410941e-05,1,2,False
weiter,7.906299338562185e-05,9.768426884051355e-05,1.8621275454891708e-05,1,2,False
und das,5.4888630085332705e-05,7.350182370420893e-05,1.861319361887622e-05,1,2,False
die ergebnisse,0.00015482305821250681,0.00017339721922683243,1.8574161014325613e-05,2,4,True
projects national,9.611641566987614e-05,0.00011465651103131605,1.8540095361439918e-05,1,2,False
efficiency technologies,0.00013654635599715892,0.00015499843596520198,1.8452079968043057e-05,1,3,True
reservoir,0.00032957344124475644,0.0003480014606738952,1.8428019429138766e-05,3,4,True
trained,0.00011966962559210975,0.00013804351606969912,1.8373890477589366e-05,1,3,True
mechanism allows,0.00019792326394078158,0.00021628824094263485,1.836497700185327e-05,2,4,True
hohe,5.4888630085332705e-05,7.324940487470684e-05,1.8360774789374138e-05,1,2,False
aumento da,6.675220055117093e-05,8.507544918977093e-05,1.8323248638600005e-05,1,2,False
protection forests,0.00011840349893638675,0.00013671422440323175,1.8310725466844996e-05,1,2,False
approach study,0.00012881699993253846,0.0001471069095188051,1.828990958626663e-05,1,3,True
sequestration cdm,0.0001342778225121744,0.00015255391539782334,1.8276092885648946e-05,1,2,False
truth,0.0001576955473681919,0.00017594483358397415,1.8249286215782243e-05,1,4,True
erforderlichen,5.4888630085332705e-05,7.312436253295381e-05,1.8235732447621107e-05,1,2,False
environmentally sustainable,0.00024051919551959622,0.0002587397732646964,1.822057774510016e-05,2,6,True
production technology,9.983982129125258e-05,0.0001180315075661556,1.8191686274903024e-05,1,2,False
612,0.0001306355593992383,0.00014871153472593984,1.8075975326701556e-05,1,3,False
evolving,0.0007854742443955397,0.0008035395859871427,1.8065341591603037e-05,5,15,True
future role,6.644060284797727e-05,8.441383956382949e-05,1.7973236715852214e-05,1,2,False
kostnadseffektivt,6.713274123154288e-05,8.510494028439283e-05,1.797219905284995e-05,1,2,False
vol 56,5.6103156073826404e-05,7.406798897581928e-05,1.796483290199288e-05,2,3,True
implemented developing,0.00017613410544435989,0.00019406196552779653,1.7927860083436647e-05,1,2,False
change current,0.0001510859534810671,0.00016901339784681593,1.7927444365748834e-05,1,3,True
include providing,0.0001441459116685929,0.00016205968361114085,1.791377194254796e-05,1,2,False
coal fired,0.0005122518357715854,0.0005301560249720192,1.790418920043376e-05,5,7,True
translates,0.00014471064669804965,0.00016261015190314023,1.7899505205090584e-05,2,4,True
biologically,0.00010519663265899193,0.0001230790461856018,1.7882413526609862e-05,1,2,False
new methodologies,9.080366694681903e-05,0.00010865835983389443,1.78546928870754e-05,1,2,False
offers opportunity,9.049583790099964e-05,0.00010833240025084282,1.783656234984319e-05,1,2,False
melalui,0.00012876673159526323,0.00014658862874097894,1.7821897145715713e-05,1,2,False
success story,0.00014138910888205868,0.0001591996263638088,1.7810517481750126e-05,1,2,False
associated price,0.00011089297569003844,0.00012868622399244474,1.7793248302406302e-05,1,2,False
absorption,0.00014535280848139567,0.00016314004111387057,1.77872326324749e-05,2,3,True
britain,0.00011433161023701102,0.00013210298957280723,1.7771379335796217e-05,1,2,False
practice vol,2.7865905198035677e-05,4.554377705632467e-05,1.767787185828899e-05,1,2,False
nonstate actors,0.00014932944624845016,0.00016697193299242493,1.7642486743974775e-05,1,2,False
nonstate,0.00014932944624845016,0.00016697193299242493,1.7642486743974775e-05,1,2,False
presumed,0.00010800636464626073,0.0001256407481147056,1.7634383468444865e-05,1,2,False
te,0.0007617484885016785,0.0007793164504349458,1.7567961933267324e-05,3,8,False
incentive invest,7.255171676823876e-05,9.007743583198836e-05,1.7525719063749603e-05,1,2,False
wetland,9.622932904867369e-05,0.00011370867360329885,1.747934455462516e-05,1,2,False
asserts,0.00012399428475071904,0.0001414283462489511,1.7434061498232054e-05,1,2,False
emit,0.000752706309636381,0.0007701169380832356,1.74106284468546e-05,9,16,True
treaty obligations,0.00016713914819631832,0.00018451995467977237,1.7380806483454047e-05,1,3,True
health environmental,0.00012562940504235858,0.00014300366603982984,1.7374260997471262e-05,1,3,True
infrastructure investments,9.828593436172375e-05,0.00011564284915648757,1.7356914794763826e-05,1,2,False
available land,0.0001198825089495086,0.000137238084860121,1.7355575910612398e-05,1,3,True
plots established,6.816194956621441e-05,8.550346479174282e-05,1.7341515225528415e-05,1,2,False
meta,0.00013018547150594434,0.00014742856137004253,1.724308986409819e-05,2,3,True
deforestation carbon,0.0001391344895937328,0.00015636110100146342,1.722661140773061e-05,1,2,False
1960s,0.00018987673376427437,0.00020704296263638938,1.7166228872115018e-05,1,3,True
valued,0.00024821066997047174,0.0002653577172283332,1.7147047257861433e-05,2,5,True
fish,0.0002358213133354579,0.0002529420036731327,1.7120690337674773e-05,1,6,True
percent world,0.00015961467158279562,0.00017673426659117465,1.711959500837903e-05,1,2,False
world total,0.00015961467158279562,0.00017673426659117465,1.711959500837903e-05,1,2,False
excludes,0.00010535765216338432,0.0001224632375613094,1.7105585397925074e-05,1,2,False
emissions set,0.00011117572543548656,0.00012827599664985505,1.710027121436849e-05,1,2,False
incremental cost,0.00014609322190873545,0.00016317049813941744,1.707727623068199e-05,1,3,True
african journal,2.7865905198035677e-05,4.4861141327614226e-05,1.699523612957855e-05,1,2,False
development issues,0.0005680817495659705,0.0005850670086712858,1.698525910531529e-05,5,8,True
general lack,9.593388073129661e-05,0.00011287238186873539,1.6938501137438777e-05,1,2,False
thailand vietnam,0.00014110641736925783,0.00015803817514077828,1.693175777152045e-05,1,2,False
settled,0.00036306341411251615,0.00037999366551933584,1.6930251406819695e-05,4,6,True
policy actions,0.00022811556635384856,0.0002449863670500812,1.6870800696232617e-05,2,3,True
suboptimal,0.00012434712644521811,0.00014118741426148522,1.684028781626711e-05,1,2,False
höchsten,7.815501426016863e-05,9.497693841207069e-05,1.6821924151902052e-05,1,2,False
improve environmental,0.00016174039095117178,0.00017851851617090134,1.677812521972956e-05,1,3,True
market structure,0.0001905742822201205,0.00020725652739091548,1.6682245170794975e-05,2,3,True
accounting methodologies,0.00014692155294949297,0.00016359067863454743,1.666912568505446e-05,1,2,False
add,0.00041310317253059285,0.0004297698776614216,1.666670513082876e-05,5,9,True
emerging carbon,0.0003657555852552871,0.00038239097867813135,1.663539342284425e-05,3,8,True
energy promotion,0.00016704034706864813,0.00018365912092344386,1.6618773854795737e-05,1,2,False
metaphorical,0.00012744058121265105,0.00014403620148964647,1.659562027699543e-05,1,2,False
possible barriers,0.00016762457527969135,0.00018415938552344223,1.6534810243750878e-05,1,2,False
pesticides,9.28672186645637e-05,0.00010937666456739966,1.6509445902835964e-05,1,3,True
countries choice,0.0001365882939518325,0.00015300947691690293,1.642118296507042e-05,1,2,False
huge market,9.830613533840921e-05,0.00011470711862329051,1.6400983284881298e-05,1,2,False
protocol market,0.00012326249331791298,0.0001396087747540711,1.6346281436158106e-05,2,2,False
concern united,0.00014699932424815177,0.0001632889111300104,1.6289586881858628e-05,1,2,False
policy change,8.741762655049716e-05,0.00010368565218485485,1.6268025634357688e-05,1,2,False
public money,0.00012502318538228785,0.0001412912030747103,1.6268017692422452e-05,1,2,False
share kyoto,5.4888630085332705e-05,7.112597969786955e-05,1.6237349612536845e-05,1,2,False
nfinally,0.00011121592924039052,0.000127414269762854,1.6198340522463467e-05,1,3,True
726,3.000526456452903e-05,4.615375670580875e-05,1.6148492141279716e-05,1,2,False
climate challenges,0.00011357305840406944,0.00012966071051865455,1.6087652114585107e-05,1,2,False
setelah,0.00012494253785320345,0.0001410249297686138,1.6082391915410362e-05,1,3,True
hurdles,0.00019042616684539592,0.0002064957472948,1.6069580449404075e-05,2,3,True
2000 levels,0.00010408063487617512,0.00012010305286094343,1.6022417984768315e-05,1,2,False
auto,0.00010747548369434763,0.0001234674632151765,1.5991979520828858e-05,2,2,False
diesel used,9.983982129125258e-05,0.00011583025120091302,1.5990429909660444e-05,1,2,False
maria netto,9.562279435137998e-05,0.00011160914716792437,1.598635281654439e-05,1,2,False
countries developed,0.0002778809942060623,0.000293855482563069,1.5974488357006723e-05,3,5,True
workable,0.0001780035243087138,0.00019396785718515106,1.5964332876437255e-05,2,3,True
adopted 1992,0.00011313986929917692,0.00012908440062638275,1.5944531327205833e-05,1,2,False
eu efforts,0.00015361275981187655,0.00016948574042746945,1.5872980615592904e-05,1,2,False
future policy,0.0002866453912002861,0.00030247379053955736,1.5828399339271244e-05,2,6,True
maximizing,0.0003277009160064186,0.0003435095345622905,1.580861855587191e-05,3,7,True
provide additional,0.00011374658205880254,0.00012953579998408956,1.5789217925287022e-05,1,2,False
exposes,9.830613533840921e-05,0.00011407478349399305,1.576864815558384e-05,1,2,False
sorte,6.0744524336491834e-05,7.650506020925723e-05,1.5760535872765397e-05,1,2,False
areas law,0.00010423669222774084,0.00011996090554381904,1.5724213316078208e-05,1,2,False
cdm aim,0.00011018809535923335,0.0001259057634922256,1.571766813299225e-05,1,2,False
210,0.0001511979751801196,0.00016691233698404363,1.571436180392404e-05,2,4,False
representation,0.000526862090980043,0.0005425425621341305,1.5680471154087545e-05,5,9,True
både,0.000178071691066909,0.0001937412879423425,1.566959687543352e-05,2,4,True
cement kilns,0.00011572449275972866,0.00013139287177665014,1.5668379016921485e-05,1,2,False
asean,0.00011486595726618032,0.00013053094382164818,1.5664986555467857e-05,1,2,False
selon,6.0744524336491834e-05,7.639961702411435e-05,1.5655092687622516e-05,1,2,False
complete,0.0008717369821516919,0.0008873754939255431,1.5638511773851164e-05,11,17,True
probe,0.00013324898901350112,0.00014885788900699016,1.560889999348904e-05,1,3,True
carefully designed,0.00011542024288151644,0.00013102747042029726,1.5607227538780814e-05,1,2,False
projects focus,8.107454493307484e-05,9.664148252195299e-05,1.556693758887815e-05,1,2,False
rainwater,0.00013330317821036105,0.00014884972987610972,1.5546551665748663e-05,1,3,True
development technologies,0.00013616898990066097,0.00015168744902170929,1.5518459121048318e-05,1,2,False
2016energy,2.7865905198035677e-05,4.3352549978640444e-05,1.5486644780604767e-05,1,2,False
costs small,0.0001787845324081329,0.00019426068352494094,1.547615111680803e-05,2,3,True
variants,0.0001005444483578681,0.00011591959895599798,1.537515059812988e-05,1,2,False
areas long,9.379842815750954e-05,0.00010917021863028045,1.537179047277091e-05,1,2,False
dry,0.0006148919115623128,0.0006302309135968996,1.5339002034586756e-05,7,13,True
vol 10,0.00013276397992953638,0.00014808177271344585,1.5317792783909473e-05,3,5,True
integrity economic,0.00010177801323356549,0.0001170613475873713,1.5283334353805814e-05,1,2,False
including wind,9.067163694053638e-05,0.00010595257221207841,1.5280935271542033e-05,1,2,False
421,7.570395424965136e-05,9.097310596971334e-05,1.5269151720061975e-05,2,2,False
olika,0.00019204385942225575,0.0002073112579816245,1.5267398559368737e-05,1,3,True
obligations states,0.00013305610645205474,0.00014831253781931054,1.5256431367255803e-05,1,2,False
survey conducted,0.00011487952684862885,0.00013010726888899388,1.5227742040365035e-05,1,2,False
protocol targets,0.00010749309212284076,0.0001226695845620248,1.5176492439184026e-05,1,2,False
policy outcomes,0.00013076983356048028,0.00014592694501799425,1.5157111457513972e-05,1,2,False
equivalent co2e,0.0001460292995831731,0.00016117810191269827,1.5148802329525177e-05,1,3,True
countries similar,8.801874924404556e-05,0.00010312612527588246,1.5107376031836897e-05,2,1,False
countries binding,0.00024625192731662183,0.000261311404303199,1.5059476986577182e-05,2,4,True
political instability,6.406795424055217e-05,7.909089509277761e-05,1.502294085222544e-05,1,2,False
remedial,9.570966321997032e-05,0.00011072429043081363,1.501462721084331e-05,1,2,False
della,0.0001728528966950125,0.00018783736014535776,1.498446345034527e-05,1,3,True
conversion systems,0.0001214481777389728,0.0001364216435512626,1.497346581228979e-05,1,2,False
zeigen,0.0001567075371363552,0.00017164663763651682,1.4939100500161606e-05,2,3,True
equity considerations,0.0001407282945262932,0.00015566584503101186,1.4937550504718657e-05,1,3,True
angle,0.00010929693082999023,0.00012422987798689988,1.4932947156909651e-05,1,2,False
markets large,0.00011298147126177667,0.00012784564448135266,1.4864173219575997e-05,1,2,False
social work,3.000526456452903e-05,4.483513589356749e-05,1.4829871329038458e-05,1,2,False
provide global,0.00012174830647766089,0.00013657075309340293,1.4822446615742044e-05,1,2,False
ganz,8.958887035513285e-05,0.0001043794839100342,1.4790613554901356e-05,1,2,False
regionseast asia,5.2325063494616965e-05,6.703759014299642e-05,1.4712526648379452e-05,1,2,False
related regionseast,5.2325063494616965e-05,6.703759014299642e-05,1.4712526648379452e-05,1,2,False
regionseast,5.2325063494616965e-05,6.703759014299642e-05,1.4712526648379452e-05,1,2,False
ji used,0.00011505759113185555,0.00012969744869092503,1.4639857559069485e-05,1,2,False
study focuses,0.00025896667346997745,0.0002735948127915737,1.4628139321596235e-05,3,5,True
transport strategy,0.0001334994539163451,0.00014811577757454028,1.4616323658195172e-05,1,2,False
nations carbon,0.00015382806294581114,0.00016843323200171586,1.4605169055904719e-05,1,2,False
scale climate,0.0001017058461948847,0.00011630240444739601,1.459655825251131e-05,1,3,True
regler,0.00011512645442533479,0.00012970930625257892,1.4582851827244135e-05,2,3,True
sind die,0.00019862219215187354,0.0002131873842784865,1.4565192126612952e-05,3,5,True
market share,0.00016362221871904435,0.0001780770763591566,1.4454857640112256e-05,1,3,True
extractive,8.455220488514285e-05,9.899595956684251e-05,1.4443754681699658e-05,1,2,False
paper critically,0.00016100535811694103,0.00017542153732556895,1.4416179208627923e-05,1,2,False
policy arena,0.0001350302568669252,0.00014942833547770807,1.4398078610782861e-05,1,2,False
need understand,6.101198670508903e-05,7.540003122850367e-05,1.4388044523414644e-05,1,2,False
pointing,0.0002330165949109994,0.0002473998428434349,1.4383247932435488e-05,2,3,True
lumber,0.000139756090718096,0.00015413627142396477,1.438018070586876e-05,2,3,True
verteilung,5.4888630085332705e-05,6.924440221174643e-05,1.4355772126413724e-05,1,2,False
projects number,0.00012966554925108735,0.0001440197302510481,1.4354180999960766e-05,1,2,False
national strategy,0.00012399428475071904,0.0001382696250612909,1.4275340310571858e-05,1,2,False
developed economies,9.571995550358738e-05,0.0001099950993051081,1.4275143801520721e-05,1,2,False
klimaverhandlungen,8.958887035513285e-05,0.0001038048546962231,1.4215984341090244e-05,1,2,False
indicators evaluate,0.00012264658054735782,0.00013685008368771598,1.4203503140358166e-05,1,2,False
criteria paper,0.00013927360717618583,0.0001534125423757888,1.4138935199602972e-05,1,2,False
cleaner energy,0.000117080579858769,0.00013112736247919326,1.4046782620424258e-05,1,2,False
carbono para,7.27977522368375e-05,8.683607402776097e-05,1.403832179092346e-05,1,2,False
market government,0.00013294493362923858,0.00014693944866554798,1.3994515036309393e-05,1,2,False
changes world,6.406795424055217e-05,7.804552870875237e-05,1.3977574468200201e-05,1,2,False
measurement data,7.621037440325362e-05,9.015282398108809e-05,1.394244957783447e-05,1,2,False
theoretical framework,0.00010782966881719127,0.0001217496336819697,1.3919964864778434e-05,1,2,False
jean,8.137934731587148e-05,9.525687183429779e-05,1.3877524518426308e-05,1,2,False
der beitrag,8.935291805730855e-05,0.00010319881757805662,1.3845899520748063e-05,1,2,False
emerges,0.0002494324602511301,0.0002632564153100728,1.3823955058942731e-05,2,5,True
kg ha,0.00011540821272950509,0.00012921021708772504,1.3802004358219949e-05,1,2,False
important understand,0.00011572449275972866,0.00012950658417384595,1.3782091414117295e-05,1,2,False
이러한,0.0003532509398019082,0.0003669747819929407,1.3723842191032507e-05,2,3,True
basis,0.002853964415368294,0.002867626541145407,1.3662125777112906e-05,43,78,True
development institutional,0.00019911085702786757,0.000212757584430149,1.3646727402281418e-05,2,3,True
recognition,0.0007836461596018552,0.0007972805776070279,1.3634418005172683e-05,11,17,True
analysiert die,7.769343612195935e-05,9.131730728021818e-05,1.3623871158258827e-05,1,2,False
parties industrialised,0.00012988242862575997,0.0001434923608567873,1.3609932231027329e-05,1,3,True
barriers implementation,0.00011551116088079339,0.00012908775573750405,1.3576594856710663e-05,1,2,False
used given,0.00013457622450130429,0.00014811577757454028,1.3539553073235993e-05,1,2,False
trade emission,0.0003571982224011121,0.00037073252389081975,1.3534301489707653e-05,4,7,True
mechanism including,0.0001279884687941512,0.00014150569159067573,1.3517222796524529e-05,1,2,False
data model,0.0001496539585642476,0.00016315551792920284,1.3501559364955252e-05,1,2,False
specially,0.00013195740586500142,0.00014544821541949944,1.3490809554498017e-05,1,3,True
extended,0.0005664486950110356,0.0005799394875935682,1.3490792582532599e-05,6,12,True
future trends,8.128751029574573e-05,9.476775561194245e-05,1.3480245316196718e-05,1,2,False
change deforestation,7.203075191028362e-05,8.550346479174282e-05,1.3472712881459209e-05,1,2,False
datasets,0.00013525537797990023,0.00014872507525331394,1.3469697273413707e-05,1,3,True
mechanism developed,0.00018860000822979302,0.00020201661304714816,1.3416604817355143e-05,1,2,False
mental,0.00017991463704449662,0.0001933157861089488,1.3401149064452177e-05,2,4,True
development financial,0.000426718820804437,0.00044007367311470484,1.3354852310267862e-05,4,4,True
historical trends,9.427244712044423e-05,0.00010757479823499069,1.3302351114546457e-05,1,2,False
unite,0.00013751990918314756,0.00015079406972358928,1.3274160540441721e-05,1,2,False
unfamiliar,0.00020936742223282142,0.00022260750082581332,1.3240078592991898e-05,1,3,True
consistent national,0.0001334994539163451,0.00014671428577490487,1.3214831858559764e-05,1,2,False
needs sustainable,0.00011269154994365864,0.00012589916262203596,1.3207612678377322e-05,1,2,False
retrofit,0.0001832348567394309,0.0001964420696638579,1.3207212924427002e-05,1,2,False
efficient carbon,0.00011701721434012373,0.00013015385472815786,1.3136640388034136e-05,1,2,False
formidable,0.0001342778225121744,0.000147341799543885,1.3063977031710616e-05,1,2,False
008,0.00010364358065172077,0.00011670697919130717,1.3063398539586403e-05,1,2,False
vol 58,3.000526456452903e-05,4.302123166549615e-05,1.3015967100967115e-05,1,2,False
226,5.2325063494616965e-05,6.525873731401757e-05,1.2933673819400605e-05,1,2,False
meanings,0.0001187704500703695,0.00013169848784367255,1.292803777330305e-05,1,2,False
types carbon,8.61011449168005e-05,9.8975043197127e-05,1.2873898280326489e-05,1,2,False
decides,0.00014231161780608258,0.00015517461106808955,1.2862993262006972e-05,1,3,True
gases cause,0.0003047195208491495,0.00031757391791510566,1.2854397065956147e-05,2,5,True
number developing,0.00010207243823923487,0.00011487517510003057,1.2802736860795705e-05,1,3,True
projects order,0.00019158063083771543,0.0002043768616757932,1.279623083807777e-05,2,3,True
economics management,8.596291352247175e-05,9.870699175285966e-05,1.2744078230387905e-05,1,3,True
development agencies,0.0002054072924780344,0.00021814551292812873,1.2738220450094335e-05,1,4,True
work international,9.52542734100083e-05,0.00010797646503651708,1.2722191626508774e-05,1,2,False
assessment vol,4.718107881980483e-05,5.988406227415462e-05,1.2702983454349791e-05,1,2,False
world emissions,0.00019182085766055758,0.0002045028873346507,1.2682029674093123e-05,2,2,False
como uma,6.675220055117093e-05,7.937306510478489e-05,1.262086455361396e-05,1,2,False
policy debate,0.00022610452582615646,0.0002386715502493235,1.2567024423167024e-05,2,4,True
order assess,0.00021327471851707597,0.00022583218253492172,1.2557464017845749e-05,2,4,True
impact financing,0.00011199242138549615,0.0001245484390433305,1.2556017657834335e-05,1,3,True
biodiversity help,0.00014948563335793094,0.00016201483252090495,1.252919916297401e-05,1,2,False
leading emission,0.00012988242862575997,0.00014240287082761756,1.2520442201857592e-05,1,3,True
affect future,0.000157058874961942,0.00016957223838609374,1.2513363424151742e-05,1,3,True
du mdp,6.328796389013693e-05,7.575379985122007e-05,1.2465835961083136e-05,1,2,False
national measures,0.00010486680792764176,0.00011726233691090475,1.2395528983262988e-05,1,2,False
unfccc held,0.00012315465232547594,0.00013554341172813158,1.2388759402655645e-05,2,2,False
projects investors,9.774872164141492e-05,0.00011011249931466196,1.2363777673247037e-05,1,2,False
convention protocol,9.77092374692145e-05,0.00011005643025162174,1.2347192782407248e-05,1,2,False
prevention,0.0003761244810047092,0.000388471063366027,1.23465823613178e-05,4,9,True
alleviation,0.0007457126195980007,0.0007580208307857968,1.2308211187796137e-05,9,16,True
national academy,5.87205992267225e-05,7.100211523105213e-05,1.2281516004329624e-05,1,2,False
economic performance,8.031488327032196e-05,9.259144198362496e-05,1.2276558713303001e-05,2,2,False
trade regimes,0.00012946902051378303,0.000141719505527149,1.2250485013365976e-05,1,3,True
special attention,0.00038682169827011033,0.00039903223644412796,1.2210538174017632e-05,4,6,True
venture,0.000370823092847714,0.0003829831624213259,1.2160069573611892e-05,2,8,True
lca,0.000308768566515045,0.00032087713239539674,1.2108565880351732e-05,2,6,True
services project,0.00011001153426423394,0.00012210853128490976,1.2096997020675818e-05,1,2,False
associated design,0.0001266110327332433,0.00013861993171109948,1.200889897785617e-05,1,2,False
data national,0.00010015571364421152,0.00011214924498382568,1.1993531339614158e-05,1,3,True
interpreting,8.784498330846035e-05,9.982185861038928e-05,1.1976875301928928e-05,1,2,False
institutions developing,8.445822577968277e-05,9.640919256909377e-05,1.1950966789410998e-05,1,2,False
adjust,0.00048640855209749735,0.0004983517416133098,1.194318951581243e-05,4,7,True
konzentriert,0.0001522591537375301,0.00016416793273810252,1.1908779000572418e-05,2,4,True
building activities,0.00012923102612639813,0.00014110636746929815,1.1875341342900022e-05,1,2,False
major driver,0.00010706244501359501,0.00011892674248230962,1.1864297468714612e-05,1,2,False
rationale,0.0006012189673287801,0.0006130050405962597,1.1786073267479606e-05,5,11,True
inducing,0.00021616476730375398,0.0002278969037669515,1.1732136463197515e-05,1,4,True
clearly,0.0012781578133748857,0.0012898318852951332,1.1674071920247464e-05,17,31,True
public service,0.00016459829571216817,0.00017626090306104155,1.166260734887338e-05,1,2,False
energética,0.00012805628339995415,0.00013970028701026818,1.1644003610314032e-05,1,3,True
ergebnisse dieser,7.769343612195935e-05,8.931301987786841e-05,1.1619583755909061e-05,1,2,False
benefits policy,0.00010535765216338432,0.0001168963328004967,1.1538680637112383e-05,1,2,False
new evidence,0.00012135803521156423,0.00013288265024814742,1.1524615036583193e-05,2,4,True
challenges new,0.00015312227227161267,0.0001646040873055652,1.1481815033952526e-05,1,2,False
houses,0.00018967777073343678,0.00020115590089920263,1.1478130165765849e-05,2,3,True
soundly,0.00012078053552631843,0.000132246642169424,1.1466106643105576e-05,1,2,False
soundly based,0.00012078053552631843,0.000132246642169424,1.1466106643105576e-05,1,2,False
institutional memory,0.00012451683272706623,0.00013598140276209044,1.1464570035024213e-05,1,2,False
buy sell,0.00020996591711982534,0.00022134448780336465,1.137857068353931e-05,2,4,True
second case,8.582560008498844e-05,9.716997299852128e-05,1.1344372913532836e-05,1,2,False
vol 13,7.442391574105737e-05,8.57619696712418e-05,1.1338053930184434e-05,2,3,True
countries greenhouse,0.0001255690160695133,0.0001368798925178601,1.1310876448346785e-05,1,2,False
modality,0.00012796107231556727,0.00013925430154175503,1.1293229226187756e-05,1,2,False
emissions ceiling,0.0001310762171318665,0.00014236320139590717,1.128698426404066e-05,1,2,False
monitoring methodologies,0.00017490135839583112,0.00018615924231610067,1.1257883920269557e-05,1,2,False
economies paper,0.00014555386813747533,0.0001567857531289682,1.1231884991492878e-05,1,3,True
premiums,0.00011542024288151644,0.0001266500207959043,1.1229777914387851e-05,1,2,False
specific reference,0.00016058901431271114,0.0001717730995042731,1.1184085191561969e-05,1,3,True
marriage,3.000526456452903e-05,4.110355657116663e-05,1.10982920066376e-05,1,2,False
ambientais,0.00010364358065172077,0.00011469591798363653,1.1052337331915766e-05,1,2,False
studien,0.00016785985777018907,0.0001789027302718291,1.1042872501640036e-05,2,2,False
13 development,0.0001337212266142737,0.0001447487127757196,1.1027486161445887e-05,1,2,False
method applied,9.787910556221555e-05,0.00010883020813100122,1.095110256878567e-05,1,2,False
vorschläge,0.0001827472995452171,0.00019367163501166862,1.0924335466451512e-05,2,4,True
13 nin,0.0003014986908833324,0.0003124200315157461,1.0921340632413714e-05,1,5,True
disaster management,0.00024082487918394277,0.00025170407566498643,1.0879196481043663e-05,2,2,False
