year,js_w2,cos_w2,js_w3,cos_w3,js_w4,cos_w4,z_js_w2,z_js_w3,z_js_w4,z_cos_w2,z_cos_w3,z_cos_w4
2005,0.006497552937779228,0.0070009828,0.007196941274724385,0.0074085593,0.01063616186536966,0.008441031,-0.9545108925080056,-1.6914004912701026,-1.6619457357483514,0.8560098,0.19105768,-0.19370873
2006,0.009962024713986285,0.008430719,0.017297391659482665,0.010040104,0.02126830163586535,0.0110295415,-0.16155507743386716,0.3224910049375514,0.004800250636253511,1.5603919,1.3741497,0.79938984
2007,0.020039487865458394,0.010633528,0.02493400485743178,0.012516797,0.028273915945977283,0.013954699,2.144996548137111,1.845127104648952,1.1030344523667706,2.6456401,2.487623,1.9216453
2008,0.021599328499165578,0.0077858567,0.024625957241146176,0.009672761,0.0321553484595906,0.012286186,2.5020162558979275,1.783706628211508,1.7115067075416188,1.2426902,1.2089992,1.2815096
2009,0.014595369770736282,0.005559325,0.022535415790001227,0.0081163645,0.029552567377417717,0.011356413,0.8989349895446269,1.3668812896816978,1.3034820750788367,0.14575467,0.5092733,0.92479634
2010,0.011692677364159696,0.004787445,0.017651267513873393,0.0076221228,0.024872216845634912,0.01027441,0.2345604551714867,0.39304900450419755,0.5697675423401134,-0.23452416,0.2870717,0.50967896
2011,0.008757592657610554,0.005105555,0.015393243915529086,0.0070046782,0.023520908337213264,0.010238111,-0.4372280990829135,-0.057169980760451614,0.3579298425546692,-0.0778023,0.009480521,0.4957525
2012,0.012818355088572922,0.0055666566,0.02089215945818697,0.008355737,0.028679073232838727,0.011101723,0.4922080144915206,1.039238479047832,1.1665488809115059,0.14936657,0.61689043,0.82708263
2013,0.013076026219025785,0.005997479,0.019429683060318156,0.008421183,0.024732721803176656,0.010310829,0.5511843417551874,0.7476407117327369,0.5478996204394773,0.36161795,0.64631367,0.5236511
2014,0.011632870384709377,0.005656481,0.016547631324561024,0.007328689,0.022073360620368347,0.009512544,0.22087170398498684,0.17299906099701093,0.1310052159760459,0.19361986,0.15514956,0.21738395
2015,0.008243692513962349,0.0044621825,0.014068029049713894,0.0068594217,0.024258013539679886,0.010276258,-0.5548506786841869,-0.32139967817478643,0.47348204223170326,-0.39476985,-0.055824015,0.51038784
2016,0.00592806819127421,0.0031325817,0.012316466176376672,0.0055478215,0.020351960225998573,0.008711696,-1.084855796582117,-0.6706373300927502,-0.1388498894128605,-1.0498184,-0.6454942,-0.0898665
2017,0.010036021136689442,0.0035487413,0.014075211283290253,0.0049206614,0.02043005614282587,0.007037699,-0.14461861569672138,-0.3199676391495729,-0.12660719332960002,-0.84479094,-0.92745334,-0.7321059
2018,0.006976579548780681,0.00371027,0.013578872685967178,0.005296409,0.021233635253150106,0.0071600676,-0.8448702427046119,-0.4189307588434179,-0.000634220269917797,-0.76521134,-0.7585244,-0.68515855
2019,0.008169220507057696,0.0033829212,0.013808204643592477,0.0051444173,0.019437748867904447,0.0066969395,-0.5718959931649814,-0.37320510684999963,-0.28216611217726095,-0.92648476,-0.82685703,-0.8628406
2020,0.006215369420554579,0.0030232072,0.010875812662033715,0.0040382743,0.015589129476329313,0.006250918,-1.019097668026879,-0.9578839132644358,-0.8854944226111212,-1.1037035,-1.3241576,-1.0339596
2021,0.006830901069650903,0.003137827,0.01075139829707921,0.00467515,0.012564984300839731,0.005072713,-0.8782134490053377,-0.982690433968309,-1.3595741414913245,-1.0472343,-1.0378306,-1.4859855
2022,0.008743655184421502,0.004281938,0.0096561773677632,0.004450083,0.01099595510157074,0.004757941,-0.44041813817880093,-1.201062489866581,-1.6055427966118092,-0.48357007,-1.1390165,-1.6067498
2023,0.010874710137675304,0.004802346,0.012285630902198402,0.005268991,0.012889878671344585,0.005502999,0.04734234208558056,-0.6767854615210831,-1.3086421184247514,-0.22718287,-0.7708511,-1.3209035
